anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
gene center,genome centre,,0.8706066012382507,
"dipartimento di economia, management, istituzioni",dipartimento di economia e management,"dipartimento di industrial design, delle arti, della comunicazione e della moda attivo dal 01/01/1900 al 31/12/2012",0.9563744068145752,0.7222495079040527
materials engineering and science,materials science and engineering,,0.9955530166625977,
ningbo materials technology and engineering chinese academy of sciences,"ningbo materials technology and engineering, chinese academy of sciences",graduate chinese academy of sciences,0.9954589605331421,0.8386651277542114
daqbi,nasf,,0.8291762471199036,
centre for linguistics,centre for applied linguistics,,0.9548640251159668,
national higher industrial ceramics,ceramics,,0.7657860517501831,
technological ciudad juárez,technological ciudad guzmán,,0.843235433101654,
general surgery service,surgery service,,0.9365243911743164,
pest management,pest control,,0.9364036917686462,
graduate in dentistry,graduate dentistry,,0.9659620523452759,
disability,disability and human development,,0.8590524196624756,
physical-mathematical,mathematical-physical,,0.9872764348983765,
laboratoire de chimie et physique quantiques,laboratoire de chimie physique,,0.9645391702651978,
london knowledge lab,london centre for nanotechnology,london research institute,0.7814712524414062,0.8382760286331177
protestant theological faculty,evangelical theological faculty,,0.9152421951293945,
us air force research laboratory,united states air force research laboratory,,0.9739128351211548,
crop breeding,crop genetics and breeding,,0.9314364790916443,
faculté des sciences historiques,sciences historiques,institut des sciences du végétal,0.8776558637619019,0.7103322148323059
dcbs,dcb,,0.841785192489624,
urban economics and public administration,public economics and administration,,0.8800116777420044,
evidence based practice unit,evidence-based medicine,,0.7722806930541992,
data team,data science team,,0.9355875849723816,
key laboratory of polymer ecomaterials,state key laboratory of polymer materials engineering,,0.8611664772033691,
texas scottish rite hospital for children,texas children's hospital,,0.8544150590896606,
cvrm,cnrm,,0.8653549551963806,
piauí state education,state education piauí,,0.9659036993980408,
dept. of biochemistry and molecular biology,dept. of biochemistry,,0.9591802954673767,
doctoral health sciences,doctoral clinical medicine,,0.9170370101928711,
languages ​​and education,languages and education,,0.9276123046875,
business school bi,business school,,0.9580246210098267,
"先端学術院先端学術専攻　素粒子原子核コース/particle and nuclear physics program,graduate advanced studies","先端学術院先端学術専攻　分子科学コース/molecular science program,graduate advanced studies",,0.9483332633972168,
tumor pathology,tumour biology,,0.9217643141746521,
"computational mathematics, science, and engineering","computational mathematics, science and engineering",,0.996440052986145,
"endocrinology, metabolism and diabetes","endocrinology, diabetes and metabolism",,0.99880450963974,
"languages, cultures and linguistics","languages, linguistics and cultures",,0.9982621669769287,
dept. of english,english dept.,,0.944229781627655,
arab academy for science technology and maritime transport - cairo campus,arab academy for science technology and maritime transport,,0.9066590070724487,
laureate brain research,brain research,,0.9076431393623352,
pedagogy and psychology school,pedagogy and psychology department,,0.9193722009658813,
paris mines,national mines of paris,,0.8868052959442139,
itc faculty geo-information science and earth observation,geo-information science and earth observation itc,,0.8420707583427429,
preventive and restorative dentistry,preventive dentistry,,0.957089364528656,
ilas,isas,,0.8831676244735718,
diplomatic academy vienna,diplomatic academy of vienna,,0.9845770001411438,
engineering in bilbao,bilbao engineering,,0.930330216884613,
climate change department,climate change division,,0.8827599883079529,
critical patient unit,critical care unit,,0.9577418565750122,
energy and mining institute,energy institute,,0.8879485726356506,
applied chemistry and life science,life science and applied chemistry,,0.9803334474563599,
humanities and behavioral,behavioral sciences,,0.8142841458320618,
geography degree,degree in geography,,0.9543012380599976,
geology and geophysics chinese academy of sciences,"geology and geophysics, chinese academy of sciences",,0.9927437901496887,
geography degree,degree in geography,,0.9543012380599976,
applied cancer science,cancer science,cancer immunology and aids,0.8768985867500305,0.7550869584083557
medicna,medicne,,0.9642478823661804,
center for excellence in teaching and learning,centre for excellence in teaching and learning,,0.9830553531646729,
saludcoop eps,dcs,coomeva eps,0.7357736825942993,0.8000938892364502
culture and society - anthropology,social and cultural anthropology,,0.9711639881134033,
special services,specialized services,,0.8977779150009155,
research natural products,natural products,,0.8867746591567993,
mountain research center,rocky mountain research station,,0.8663849830627441,
endocrinology & metabolism,endocrinology and metabolism,,0.9962616562843323,
nbs,bsit,,0.8565331101417542,
sipa,ipa,,0.839483916759491,
royal marsden nhs foundation trust,royal berkshire nhs foundation trust,royal postgraduate medical school,0.8837790489196777,0.6070598363876343
data and ai,data & ai,ibls,0.9933841228485107,0.6915856599807739
"earth, environment, and planetary sciences","earth, environmental, and planetary sciences","astrophysical, planetary, and atmospheric sciences",0.9932370185852051,0.8798121213912964
environmental academic corporation,international corporation for educational development,,0.7407259941101074,
general dental practice,general dentistry,,0.9469835758209229,
archiv,archive,,0.9210425615310669,
otolaryngology and head & neck surgery,"otolaryngology, head & neck surgery",,0.9986317753791809,
agroecology - soil physics and hydropedology,agroecology - soil fertility,,0.8413705825805664,
ibe,dibe,,0.8839464783668518,
paul scherrer institute,paul scherrer institute psi,,0.8731139898300171,
fugro,feagri,,0.7578940391540527,
exact sciences and technology,exact sciences and technologies,,0.986727237701416,
extension department,research and extension department,,0.8503697514533997,
business administration and information technology,business and information technology,,0.9309581518173218,
electrical and electronics technology,electrical and electronic technology,,0.9864183664321899,
postgraduate program in dentistry,graduate program in dentistry,,0.9857853055000305,
ship sea and energy power engineering,ship and ocean engineering,thermal and power engineering,0.8953278064727783,0.7211036086082458
life science institute,life science research institute,,0.9780973196029663,
quality management,quality management department,,0.9394718408584595,
guy,mrl,,0.7898344993591309,
physics and solar energy,physics and astronomy,,0.8124595880508423,
optical networks,optical communications,optical communication,0.8922244310379028,0.8329842686653137
b-11: bioenergy and biome sciences,biosciences & bioengineering,,0.784765899181366,
national centre for cell science,national centre for biological sciences,,0.8892707228660583,
laboratory animals,laboratory animal resources,,0.9065218567848206,
northern clinical school,clinical school,,0.7850996255874634,
ugel,utel,,0.7873742580413818,
theoretical biophysics,theoretical and computational biophysics,,0.9600376486778259,
atmosphere and ocean research institute,ocean research institute,,0.858025312423706,
technological and higher studies monterrey,monterrey technology and higher education - querétaro campus,,0.9157716631889343,
