DepartmentName,Field,Area,Umbrella,is_STEM
"Horticultural Sciences, Department of",Horticulture,Agriculture,Natural Sciences,True
"Plant Biology and Pathology, Department of",,Biological Sciences,Natural Sciences,True
"Plant Biology and Pathology, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
"Health Policy, Management and Leadership, Department of",,Health,Health,False
"Management, Policy and Community Health, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Management, Policy and Community Health, Department of",Public Health,Health,Health,False
"History and Philosophy, Department of",Philosophy,Philosophy,Humanities,False
"History and Philosophy, Department of",History,History,Humanities,False
"Environmental and Molecular Toxicology, Department of",,Medical Sciences,Medicine,True
"Veterinary Integrative Biosciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Neurology, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Population Medicine and Diagnostic Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Molecular Biosciences and Bioengineering, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Molecular Biosciences and Bioengineering, Department of",Agricultural Engineering,Engineering,Engineering,True
"Food Science, School of",Food Science,Agriculture,Natural Sciences,True
"Epidemiology, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Agricultural Leadership, Education, and Communication, Department of",,Education,Education,False
"Animal and Dairy Science, Department of",Animal Sciences,Agriculture,Natural Sciences,True
"Industrial Engineering and Management, School of",Systems Engineering,Engineering,Engineering,True
"Industrial Engineering and Management, School of",Industrial Engineering,Engineering,Engineering,True
"Management, Drucker School of",Management,Business,Business,False
"Engineering Management, Information and Systems, Department of",Operations Research,Engineering,Engineering,True
"Engineering Management, Information and Systems, Department of",Systems Engineering,Engineering,Engineering,True
"Engineering Management, Information and Systems, Department of",Industrial Engineering,Engineering,Engineering,True
"NanoMedicine and Biomedical Engineering, Department of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Biology and Microbiology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Biology and Microbiology, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Veterinary Large Animal Clinical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Small Animal Medicine and Surgery, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Media and Culture, Robertson School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Gender, Sexuality, and Women's Studies, Department of",Gender Studies,Gender Studies,Social Sciences,False
"Health Management & Informatics, Department of",,Health,Health,False
"Biological and Environmental Sciences, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Biological and Environmental Sciences, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Biological and Health Sciences, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Biological and Health Sciences, Department of",Communication Disorders and Sciences,Health,Health,False
"Agricultural Education and Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Mechanical Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Biomedical Engineering, Chemistry and Biological Sciences, Department of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Biomedical Engineering, Chemistry and Biological Sciences, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Marine Engineering Technology, Department of",Civil Engineering,Engineering,Engineering,True
"Maritime Administration, Department of",Business Administration,Business,Business,False
"Humanities in Medicine, Department of",,,,
"Pathology and Laboratory Medicine, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Biomedical Engineering and Mechanics, Department of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Specialized Education Services, Department of",,Education,Education,False
"Education, Health and Behavior Studies, Department of",Education,Education,Education,False
"Education, Health and Behavior Studies, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Teaching, Leadership and Professional Practice, Department of",Education Administration,Education,Education,False
"Teaching, Leadership and Professional Practice, Department of",Education,Education,Education,False
"Educational Foundation & Research, Department of",,Education,Education,False
"Mathematics, Science, and Instructional Technology Education, Department of",,Education,Education,False
"Literacy Studies, English Education, and History Education, Department of",,Education,Education,False
"Electrical and Biomedical Engineering, Department of",Electrical Engineering,Engineering,Engineering,True
"Electrical and Biomedical Engineering, Department of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Aerospace and Mechanical Engineering, School of",Mechanical Engineering,Engineering,Engineering,True
"Aerospace and Mechanical Engineering, School of",Aerospace Engineering,Engineering,Engineering,True
"Information Systems, Statistics and Management Science, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Biological and Health Systems Engineering, School of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Biological and Health Systems Engineering, School of",Agricultural Engineering,Engineering,Engineering,True
"Soil and Water Systems, Department of",Agronomy,Agriculture,Natural Sciences,True
"Soil and Water Systems, Department of",Soil Science,Agriculture,Natural Sciences,True
"Neuroscience, School of",Neuroscience,Biological Sciences,Natural Sciences,True
"Journalism and Mass Communications, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Journalism and New Media, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Business, Grossman School of",Business Administration,Business,Business,False
"Management and IR, Department of",Management,Business,Business,False
"Mechanical and Energy Engineering, Department of",Mechanical Engineering,Engineering,Engineering,True
"Mechanical and Aerospace Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Integrative Sciences and Arts - Humanities Faculty, general",,,,
"Science and Technology In Society, Department of",History,History,Humanities,False
"Animal Sciences, Division of",Animal Sciences,Agriculture,Natural Sciences,True
"Food and Animal Science, Department of",Animal Sciences,Agriculture,Natural Sciences,True
"Food and Animal Science, Department of",Food Science,Agriculture,Natural Sciences,True
"Plant Pathology, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Plant Pathology, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Theatre Arts, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Theatre and Film, Johnny Carson School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Planning and Public Policy, Edward J. Bloustein School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Planning and Public Policy, Edward J. Bloustein School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Management, Lally School of",Management,Business,Business,False
"Family Science, Department of",,Health,Health,False
"Professional Psychology, School of",Psychology,Psychological Sciences,Social Sciences,False
"Art, Graphic Design and Art History, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
